_id,activation,dominance,emotion,end_time,start_time,titre,to_translate,translated,valence
62568e741da7a5c1eaef5311,3,3.5,neu,126.62,123.7,Ses04F_script03_2_M024, Did you see much of Peter Burden after our divorce?,Avez-vous beaucoup vu Peter Burden après notre divorce ?,2.5
62568e741da7a5c1eaef5312,3.5,4,ang,128.79,126.15,Ses04F_script03_2_F023," Yes, I did quite a lot.","Oui, j'en ai fait pas mal.",4
62568e741da7a5c1eaef5313,3,3.5,fru,131.29,128.37,Ses04F_script03_2_M025, I suppose you let him kiss you a good deal more then.,"Je suppose que tu l'as laissé t'embrasser beaucoup plus alors.",2.5
62568e741da7a5c1eaef5314,2.5,3.5,ang,132.8086,130.86,Ses04F_script03_2_F024, Mind your own business.,Occupe-toi de tes oignons.,3
62568e741da7a5c1eaef5315,2.5,4,fru,142.07,132.9986,Ses04F_script03_2_M026," You must have had a riotous time.  No restraint at all, very enjoyable, you never had much anyhow.","Vous avez dû passer un bon moment. Aucune retenue du tout, très agréable, vous n'avez jamais eu grand-chose de toute façon.",2.5
62568e741da7a5c1eaef5316,3.5,4.5,ang,145.43,141.4838,Ses04F_script03_2_F025," You're quite insufferable.  I expect it's because you're drunk.","Vous êtes tout à fait insupportable. Je suppose que c'est parce que tu es ivre.",1.5
62568e741da7a5c1eaef5317,3,4.5,ang,147.04,144.64,Ses04F_script03_2_M027," I'm not in the least drunk.",Je ne suis pas du tout ivre.,1.5
62568e741da7a5c1eaef5318,3,3.5,ang,148.8925,145.84,Ses04F_script03_2_F026, You always had a weak head.,Tu as toujours eu une tête faible.,3
62568e741da7a5c1eaef5319,3,4.5,fru,158.89,148.4282,Ses04F_script03_2_M028," I think I mentioned once before that I had three minute liquor glasses of brandy the whole evening long.  A child of two couldn't get drunk on that.","Je pense avoir mentionné une fois auparavant que j'avais trois verres d'alcool minute de brandy toute la soirée. Un enfant de deux ans ne pouvait pas se saouler avec ça.",2.5
62568e741da7a5c1eaef531a,4,4,ang,163.54,158.36,Ses04F_script03_2_F027," On, the contrary.  A child of two could get violently drunk on only one glass of brandy.","Au contraire. Un enfant de deux ans pouvait s'enivrer violemment avec un seul verre de cognac.",1.5
62568e741da7a5c1eaef531b,4,3.5,fru,167.44,162.28,Ses04F_script03_2_M029, Very interesting and how about a child of six and a child of four and a child of nine.,"Très intéressant et que diriez-vous d'un enfant de six ans et d'un enfant de quatre ans et d'un enfant de neuf ans.",2
62568e741da7a5c1eaef531c,3,3.5,ang,168.77,166.6,Ses04F_script03_2_F028," Oh, shut up.",Oh ferme la.,2.5
62568e741da7a5c1eaef531d,3.5,3.5,fru,174.14,169.0502,Ses04F_script03_2_M030," They'd get up a splendid little debate about that, you know.  Intemperate tots.","Ils organiseraient un splendide petit débat à ce sujet, vous savez. Bambins intempérants.",2.5
62568e741da7a5c1eaef531e,3.5,4.5,ang,177.61,173.73,Ses04F_script03_2_F029," Not very funny, dear.  You'd better have some more brandy.","Pas très drôle, mon cher. Vous feriez mieux d'avoir plus de cognac.",2.5
62568e741da7a5c1eaef531f,3,4.5,ang,180.51,176.98,Ses04F_script03_2_M031, Very good idea.  I will.,Très bonne idée. Je vais.,1.5
62568e741da7a5c1eaef5320,3,3,fru,185.43,182.63,Ses04F_script03_2_M032," You'd better turn that off I think.","Tu ferais mieux de l'éteindre je pense.",2.5
62568e741da7a5c1eaef5321,2.5,3,ang,187.52,184.79,Ses04F_script03_2_F030, Why?,Pourquoi?,2.5
62568e741da7a5c1eaef5322,3,3.5,fru,190.64,186.5695,Ses04F_script03_2_M033," It's very late and it will annoy the people upstairs.","Il est très tard et ça va embêter les gens à l'étage.",2.5
62568e741da7a5c1eaef5323,4,3,ang,193.44,190.16,Ses04F_script03_2_F031," There is no one upstairs.  It's a photographer's studio.","Il n'y a personne à l'étage. C'est un studio de photographe.",3.5
62568e741da7a5c1eaef5324,3,3,ang,195.18,192.77,Ses04F_script03_2_M034, There are people downstairs I suppose.,Il y a des gens en bas je suppose.,2.5
62568e741da7a5c1eaef5325,3,3.5,fru,196.22,194.28,Ses04F_script03_2_F032," They're away in Tunis.",Ils sont à Tunis.,4
62568e741da7a5c1eaef5326,3,3.5,ang,198.7696,195.65,Ses04F_script03_2_M035, This is no time of year for Tunis.,"Ce n'est pas une période de l'année pour Tunis.",2.5
62568e741da7a5c1eaef5327,3,3.5,fru,201.91,198.1153,Ses04F_script03_2_F033," Turn it on again, please.","Rallumez-le, s'il vous plaît.",2
62568e741da7a5c1eaef5328,3,3.5,fru,202.68,200.26,Ses04F_script03_2_M036," I'll do no such thing.",Je ne ferai pas une telle chose.,2.5
62568e741da7a5c1eaef5329,4.5,4.5,ang,205.54,202.03,Ses04F_script03_2_F034, Very well if you insist on being boorish and idiotic.,Très bien si vous insistez pour être grossier et idiot.,1.5
62568e741da7a5c1eaef532a,3.5,4.5,ang,207.39,205.1,Ses04F_script03_2_M037," Turn it off.  It's driving me mad.",Éteignez-le. Cela me rend fou.,2
62568e741da7a5c1eaef532b,4,4.5,ang,210.42,206.93,Ses04F_script03_2_F035," You're far too temperamental.  Try to control yourself.",Vous êtes beaucoup trop capricieux. Essayez de vous contrôler.,2
62568e741da7a5c1eaef532c,4,4.5,fru,211.35,209.64,Ses04F_script03_2_M038, Turn it off.,Éteignez-le.,1.5
62568e741da7a5c1eaef532d,4,4,ang,214.37,211.1598,Ses04F_script03_2_F036," Go away, go away.  I hate you.","Va-t'en, va-t'en. Je te déteste.",1.5
62568e741da7a5c1eaef532e,3,4,ang,215.28,213.93,Ses04F_script03_2_M039," Amanda, listen.","Amandine, écoute.",2.5
62568e741da7a5c1eaef532f,4.5,4.5,ang,220.6,214.92,Ses04F_script03_2_F037," Listen? Listen indeed.  I'm sick and tired of listening to you.  You damn sadistic bully.","Ecoutez? Écoutez en effet. J'en ai marre de t'écouter. Sale brute sadique.",1.5
62568e741da7a5c1eaef5330,4,3.5,ang,221.99,220.6,Ses04F_script03_2_F038, Stop.,Arrêt.,2
62568e741da7a5c1eaef5331,2.5,4,ang,220.8481,218.54,Ses04F_script03_2_M040, Very amusing.,Très amusant.,2
62568e741da7a5c1eaef5332,4.5,5,ang,228.09,221.99,Ses04F_script03_2_F039," Stop, stop.  I hate you.  Do you hear?  You're conceited and overbearing and utterly impossible.",Stop STOP. Je te déteste. Entendez-vous? Vous êtes prétentieux et autoritaire et tout à fait impossible.,1
62568e741da7a5c1eaef5333,3.5,4,ang,228.5735,221.94,Ses04F_script03_2_M041," You're a vile tempered, loose living, wicked little beast. And I hope I never see you again as long as I live.","Tu es une petite bête méchante, au tempérament vil, à la vie lâche. Et j'espère ne jamais te revoir de toute ma vie.",2
62568e741da7a5c1eaef5334,4.5,4.5,ang,231,228.3202,Ses04F_script03_2_F040," This is the end do you understand?  The end,","C'est la fin tu comprends ? La fin,",1.5
62568e741da7a5c1eaef5335,3,4,ang,234.01,231.23,Ses04F_script03_2_M042," You're not going like this.","Vous n'allez pas comme ça.",1.5
62568e741da7a5c1eaef5336,4.5,4.5,ang,232.98,231,Ses04F_script03_2_F041, finally and forever,enfin et pour toujours,1.5
62568e741da7a5c1eaef5337,4,4.5,ang,235.9611,233.1,Ses04F_script03_2_F042," Oh, I am.  Let go of me.","Oh, je le suis. Laisse-moi.",1
62568e741da7a5c1eaef5338,3.5,4,ang,235.93,234.61,Ses04F_script03_2_M043," You're not.","Vous n'êtes pas.",2
62568e741da7a5c1eaef5339,5,5,ang,242.57,235.98,Ses04F_script03_2_F043," Oh, I hate you. It's a good thing that I found out in time what you're really like. Marry you again?  Never, never, never.","Oh, je te déteste. C'est une bonne chose que j'aie découvert à temps ce que tu es vraiment. Vous épouser à nouveau ? Jamais jamais jamais.",1
62568e741da7a5c1eaef533a,4,4.5,ang,240.83,235.95,Ses04F_script03_2_M044," Shut up.  Shut up. I wouldn't marry you again if you came crawling to me on your bended knees.","Fermez-la. Fermez-la. Je ne t'épouserais plus si tu venais ramper vers moi à genoux.",2
62568e741da7a5c1eaef533b,3.5,4.5,ang,248.26,240.86,Ses04F_script03_2_M045," You're a mean, evil minded, little tempered witch. I hope to God I never set eyes on you again as long as I live. Whore.","Tu es une petite sorcière méchante, méchante et colérique. J'espère devant Dieu que je ne te reverrai plus jamais de ma vie. Putain.",1.5
62568e741da7a5c1eaef533c,5,5,ang,248.33,242.62,Ses04F_script03_2_F044," I'd rather die in torment. Beast.  Brute.  Calf swine.",Je préfère mourir dans les tourments. La bête. Brute. Porc veau.,1
62568e8f1da7a5c1eaef535f,2.5,3,fru,10.59,6.78,Ses01F_script01_2_F000, Why did he invite her here?,"Pourquoi l'a-t-il invitée ici ?",2.5
62568e8f1da7a5c1eaef5360,2.5,3,fru,13.48,10.084,Ses01F_script01_2_M000, Why does that bother you?,Pourquoi ça te dérange ?,2.5
62568e8f1da7a5c1eaef5361,2,3.5,fru,17.23,12.71,Ses01F_script01_2_F001," She's been in New York three and an half years, why all of a sudden?","Elle est à New York depuis trois ans et demi, pourquoi tout d'un coup ?",2.5
62568e8f1da7a5c1eaef5362,3,2.5,neu,21.66,16.63,Ses01F_script01_2_M001, Well maybe...maybe he just wanted to see her.,"Eh bien peut-être... peut-être qu'il voulait juste la voir.",3
62568e8f1da7a5c1eaef5363,2.5,4.5,fru,26.41,21.25,Ses01F_script01_2_F002, Nobody comes seven hundred miles just to see.,Personne ne vient à sept cents milles juste pour voir.,2.5
62568e8f1da7a5c1eaef5364,3,3,fru,33.08,25.73,Ses01F_script01_2_M002," What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her?","Que veux-tu dire? Tu sais qu'il a vécu à côté de la fille toute sa vie, pourquoi ne voudrait-il pas la voir ?",3
62568e8f1da7a5c1eaef5365,3.5,4,fru,40.52,33.62,Ses01F_script01_2_M003," [BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.","[RESPIRATION] Tu ne me regardes pas comme ça. Il ne m'a rien dit de plus que ce qu'il vous a dit.",2
62568e8f1da7a5c1eaef5366,2.5,4,ang,42.96,39.93,Ses01F_script01_2_F003," He's not going to marry her.","Il ne va pas l'épouser.",2
62568e8f1da7a5c1eaef5367,3,2.5,neu,45.24,42.44,Ses01F_script01_2_M004," How do you know he's even thinking about it?","Comment sais-tu qu'il y pense ?",2.5
62568e8f1da7a5c1eaef5368,2.5,3.5,ang,46.3,44.35,Ses01F_script01_2_F004," It's got that about it.",Il y a ça à ce sujet.,2.5
62568e8f1da7a5c1eaef5369,2.5,3,fru,47.59,45.8,Ses01F_script01_2_M005, Oh.  So what.,Oh. Et alors.,3
62568e8f1da7a5c1eaef536a,3.5,4.5,ang,50.85,47.1,Ses01F_script01_2_F005," What is going on here, Joe?","Que se passe-t-il ici, Joe ?",1.5
62568e8f1da7a5c1eaef536b,3.5,3,fru,52.55,50.6,Ses01F_script01_2_M006, Now listen.,Maintenant écoute.,2.5
62568e8f1da7a5c1eaef536c,4,4.5,ang,56.42,52.03,Ses01F_script01_2_F006," She is not his girl.  She knows she's not.","Elle n'est pas sa fille. Elle sait qu'elle ne l'est pas.",1.5
62568e8f1da7a5c1eaef536d,3.5,3.5,fru,58.2,55.87,Ses01F_script01_2_M007," You can't read her mind.",Vous ne pouvez pas lire dans ses pensées.,2.5
62568e8f1da7a5c1eaef536e,4.5,4.5,ang,66.65,57.76,Ses01F_script01_2_F007," Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.","Alors pourquoi est-elle toujours célibataire ? New York regorge d'hommes, pourquoi est-elle toujours célibataire ? Probablement une centaine de personnes lui ont dit qu'elle était stupide, mais elle a attendu.",1.5
62568e8f1da7a5c1eaef536f,3.5,3,neu,68.31,66.1,Ses01F_script01_2_M008, How do you know why she waited?,Comment savez-vous pourquoi elle a attendu ?,2
62568e8f1da7a5c1eaef5370,4.5,4.5,ang,78.26,67.48,Ses01F_script01_2_F008," Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.","Parce qu'elle sait ce que je sais, c'est pourquoi. Elle est fidèle comme un roc. Dans mes moments les plus sombres, je pense à son attente et je sais que j'ai raison.",1.5
62568e8f1da7a5c1eaef5371,3,2.5,fru,82.65,78.38,Ses01F_script01_2_M009," Hey look, it's a nice day, huh?  Why are we arguing?","Hé regarde, c'est une belle journée, hein ? Pourquoi se dispute-t-on ?",2.5
62568e8f1da7a5c1eaef5372,2,4.5,ang,91.28,82.12,Ses01F_script01_2_F009," Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.","Personne dans cette maison n'ose lui enlever sa foi, Joe. Vous savez que des étrangers pourraient le faire, mais pas son père, pas son frère.",1.5
62568e8f1da7a5c1eaef5373,2.5,3.5,fru,94.89,90.65,Ses01F_script01_2_M010, What do you want me to do? What do you want?,"Que voulez-vous que je fasse? Qu'est-ce que vous voulez?",1.5
62568e8f1da7a5c1eaef5374,3.5,4.5,ang,102.17,92.36,Ses01F_script01_2_F010," I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.","Je veux que vous... Je veux que vous agissiez comme s'il revenait, tous les deux. Ne crois pas que je ne t'ai pas remarqué depuis que Chris l'a invitée ici.",1.5
62568e8f1da7a5c1eaef5375,3.5,4.5,ang,105.76,102.26,Ses01F_script01_2_F011," I won't stand for any nonsense.",Je ne supporterai aucune bêtise.,1.5
62568e8f1da7a5c1eaef5376,2,3,fru,108.1825,106.61,Ses01F_script01_2_M011, Kate.,Kate.,2.5
62568e8f1da7a5c1eaef5377,4.5,5,ang,122.34,108.2,Ses01F_script01_2_F012," Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.","Parce que s'il ne revient pas, je me tue. Oh riez, riez tant que vous voulez, mais pourquoi cela arrive-t-il le soir même où il revient. Elle s'endort dans sa chambre et son mémorial se brise en morceaux. Regarde, Joe, regarde.",1.5
62568e8f1da7a5c1eaef5378,2,3,fru,111.65,109.38,Ses01F_script01_2_M012, [BREATHING],[RESPIRATION],2
62568e8f1da7a5c1eaef5379,2.5,4,fru,123.23,121.29,Ses01F_script01_2_M013, Calm yourself.,Calme-toi.,2.5
62568e8f1da7a5c1eaef537a,4.5,5,ang,132.62,122.41,Ses01F_script01_2_F013," Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.","Croyez simplement avec moi, Joe. Pas plus tard que la semaine dernière, un homme est revenu à Detroit, manquant plus longtemps que Larry. Croyez avec moi. Toi, avant tout, tu dois croire. Croyez simplement.",1
62568e8f1da7a5c1eaef537b,3,4,fru,126.36,124.1625,Ses01F_script01_2_M014, Okay. Calm yourself.,"D'accord. Calme-toi.",2
62568e8f1da7a5c1eaef537c,4,4.5,fru,133.76,126.58,Ses01F_script01_2_M015," I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?","Je sais. D'accord, d'accord. Très bien. D'accord. Calme-toi. Qu'est-ce que ça veut dire, moi avant tout ?",1.5
62568e8f1da7a5c1eaef537d,3.5,4,ang,138.04,134.61,Ses01F_script01_2_M016," Look at you, you're shaking.","Regarde-toi, tu trembles.",2.5
62568e8f1da7a5c1eaef537e,3,2.5,fru,140.69,137.98,Ses01F_script01_2_F014," I can't help it.","Je ne peux pas m'en empêcher.",2
62568e8f1da7a5c1eaef537f,4,4.5,ang,147.51,140.92,Ses01F_script01_2_M017," What have I got to hide?  What the hell is the matter with you, Kate?","Qu'est-ce que j'ai à cacher ? Qu'est-ce qui t'arrive, Kate ?",1.5
62568ecc1da7a5c1eaef53cc,3.5,4,fru,14.7672,12.3161,Ses03M_script03_1_M000, Good God.,Bon dieu.,2.5
62568ecc1da7a5c1eaef53cd,3,3.5,fru,15.775,14.18,Ses03M_script03_1_F000," Do you think it's them?","Vous pensez que c'est eux ?",2.5
62568ecc1da7a5c1eaef53ce,3,3,fru,16.82,15.46,Ses03M_script03_1_M001, I wonder.,Je me demande.,3
62568ecc1da7a5c1eaef53cf,3,3.5,fru,20.235,16.5,Ses03M_script03_1_F001," And nobody knows we're here except for Freda and she wouldn't ring up.","Et personne ne sait qu'on est là sauf Freda et elle n'a pas appelé.",2.5
62568ecc1da7a5c1eaef53d0,2.5,3,fru,21.7625,19.87,Ses03M_script03_1_M002, Well it must be them then.,Bon ça doit être eux alors.,3
62568ecc1da7a5c1eaef53d1,3.5,3.5,fru,23.8275,21.4,Ses03M_script03_1_F002, What are you going to do?,"Qu'est ce que tu vas faire?",2
62568ecc1da7a5c1eaef53d2,3.5,3.5,fru,27.08,23.59,Ses03M_script03_1_M003," We're fine right?  Aren't we?  Whatever happens darling.","Nous allons bien, n'est-ce pas ? N'est-ce pas? Quoi qu'il arrive ma chérie.",3.5
62568ecc1da7a5c1eaef53d3,2.5,3.5,exc,28.86,26.71,Ses03M_script03_1_F003, Now and always sweet.,Maintenant et toujours doux.,3
62568ecc1da7a5c1eaef53d4,3.5,3.5,exc,30.1525,28.43,Ses03M_script03_1_M004," I don't care then.","Je m'en fiche alors.",3.5
62568ecc1da7a5c1eaef53d5,3.5,3.5,exc,32.905,29.84,Ses03M_script03_1_F004," I mean, it was, it's bound to come out sooner or later.","Je veux dire, c'était, ça sortira forcément tôt ou tard.",2
62568ecc1da7a5c1eaef53d6,4,4,fru,36.46,32.56,Ses03M_script03_1_M005, Hello?  Hello?  What?,Bonjour? Bonjour? Quelle?,2.5
62568ecc1da7a5c1eaef53d7,4.5,3.5,exc,42.6425,38,Ses03M_script03_1_F005, That sent shivers up my spine.,"Cela m'a envoyé des frissons dans le dos.",5
62568ecc1da7a5c1eaef53d8,3,3.5,exc,38.33,36.48,Ses03M_script03_1_M006," No, wrong number.","Non, mauvais numéro.",2.5
62568ecc1da7a5c1eaef53d9,2.5,3.5,exc,46.5675,42.3963,Ses03M_script03_1_M007, What are we to do if they suddenly walk in on us?,"Que devons-nous faire s'ils nous surprennent soudainement ?",3.5
62568ecc1da7a5c1eaef53da,3,3.5,exc,48.01,46.22,Ses03M_script03_1_F006, Behave exquisitely.,Comportez-vous de façon exquise.,4
62568ecc1da7a5c1eaef53db,2,3,exc,49.86,47.57,Ses03M_script03_1_M008, With the most perfect poise?,"Avec l'équilibre le plus parfait ?",3.5
62568ecc1da7a5c1eaef53dc,3.5,3.5,exc,53.52,49.47,Ses03M_script03_1_F007, Certainly.  And I shall probably do a court courtesy.,Certainement. Et je ferai probablement une courtoisie de cour.,4
62568ecc1da7a5c1eaef53dd,3,3.5,exc,58.535,53.01,Ses03M_script03_1_M009," um- Things that should matter dreadfully don't seem to matter at all when one's happy do they?","um- Les choses qui devraient avoir une importance terrible ne semblent pas avoir d'importance du tout quand on est heureux, n'est-ce pas ?",3.5
62568ecc1da7a5c1eaef53de,3.5,4,exc,61.23,58.09,Ses03M_script03_1_F008, What is so horrible is that one cannot stay happy.,"Ce qui est si horrible, c'est qu'on ne peut pas rester heureux.",4
62568ecc1da7a5c1eaef53df,3.5,4,exc,64.31,60.75,Ses03M_script03_1_M010," Oh, darling.  Don't say that.",Oh chérie. Ne dis pas ça.,3.5
62568ecc1da7a5c1eaef53e0,3.5,3.5,exc,66.48,62.72,Ses03M_script03_1_F009," It's true.  I mean, the whole business it's a very poor joke.","C'est vrai. Je veux dire, toute l'affaire est une très mauvaise blague.",3.5
62568ecc1da7a5c1eaef53e1,3,4,exc,69.695,66.2,Ses03M_script03_1_M011," You mean that, that sacred and beautiful thing love?","Tu veux dire ça, cette chose sacrée et belle l'amour ?",3.5
62568ecc1da7a5c1eaef53e2,3,3.5,exc,71.8175,69.3,Ses03M_script03_1_F010, Yes.  I mean just that.,Oui. Je veux dire juste ça.,4
62568ecc1da7a5c1eaef53e3,3,4.5,exc,79.9448,71.64,Ses03M_script03_1_M012," What does that all mean?  That's what I asked myself on my quest for ultimate truth.  What does it all mean?","Qu'est-ce que tout cela signifie? C'est ce que je me suis demandé dans ma quête de la vérité ultime. Qu'est-ce que tout cela veut dire?",3.5
62568ecc1da7a5c1eaef53e4,3.5,3.5,exc,82.2426,79.1602,Ses03M_script03_1_F011," Don't laugh at me.  I'm serious.",Ne te moque pas de moi. Je suis serieux.,4
62568ecc1da7a5c1eaef53e5,3.5,4.5,exc,85.16,80.12,Ses03M_script03_1_M013," [LAUGHTER] Oh, darling.  You mustn't be serious, that's just what they want.","[RIRE] Oh, ma chérie. Tu ne dois pas être sérieux, c'est juste ce qu'ils veulent.",4.5
62568ecc1da7a5c1eaef53e6,3,3.5,exc,86.18,84.78,Ses03M_script03_1_F012," Who's they?",Qui sont-ils?,2.5
62568ecc1da7a5c1eaef53e7,3.5,4,exc,92.06,85.78,Ses03M_script03_1_M014, All the futile moralists who try to make life unbearable.  Laugh at them.  Be flippant.,"Tous les moralistes futiles qui essaient de rendre la vie insupportable. Riez d'eux. Soyez désinvolte.",2.5
62568ecc1da7a5c1eaef53e8,3.5,4.5,exc,98.93,92.1,Ses03M_script03_1_M015, Laugh at all their sacred shibboleths.  Flippancy brings the acid in their damn sweetness and light.,"Rire de tous leurs shibboleths sacrés. Flippancy apporte de l'acide dans leur foutue douceur et légèreté.",2.5
62568ecc1da7a5c1eaef53e9,3.5,3.5,exc,103.275,98.69,Ses03M_script03_1_F013," So if I'm to laugh at everything then I must laugh at us too.","Donc, si je dois rire de tout, je dois aussi me moquer de nous.",3.5
62568ecc1da7a5c1eaef53ea,2.5,3.5,exc,106.73,103,Ses03M_script03_1_M016," Oh, certainly, you must.  We're figures of fun alright.","Oh, certainement, vous devez. Nous sommes des figures amusantes, d'accord.",3
62568ecc1da7a5c1eaef53eb,3,4,exc,111.13,106.55,Ses03M_script03_1_F014, How long will it last?  This ludicrous overbearing love of ours?,Combien de temps ça va durer? Cet amour autoritaire ridicule qui est le nôtre ?,3
62568ecc1da7a5c1eaef53ec,3,3,exc,113.2375,111.12,Ses03M_script03_1_M017, Who knows?,Qui sait?,3.5
62568ecc1da7a5c1eaef53ed,3,2.5,exc,115.52,112.99,Ses03M_script03_1_F015, Shall we always want to bicker and fight?,Aurons-nous toujours envie de nous chamailler et de nous battre ?,3.5
62568ecc1da7a5c1eaef53ee,3.5,3.5,exc,119.44,115.13,Ses03M_script03_1_M018, No.  That fire will fade along with our passion.,"Non. Ce feu s'éteindra avec notre passion.",4
62568ecc1da7a5c1eaef53ef,3.5,3.5,fru,121.6175,118.72,Ses03M_script03_1_F016," Well, dear, shall we want that?","Eh bien, mon cher, voudrons-nous cela?",4
62568ecc1da7a5c1eaef53f0,3,3.5,exc,126.29,121.02,Ses03M_script03_1_M019," Well, it depends on how well we've played.","Eh bien, cela dépend de la qualité de notre jeu.",3.5
62568ecc1da7a5c1eaef53f1,3.5,3.5,fru,131.1025,126.32,Ses03M_script03_1_F017," What happens if one of us dies?  I mean, does the other one still laugh?","Que se passe-t-il si l'un de nous meurt ? Je veux dire, est-ce que l'autre rit encore ?",3.5
62568ecc1da7a5c1eaef53f2,3.5,4,exc,134.785,130.555,Ses03M_script03_1_M020," Of course, yes, yes, with all his might.","Bien sûr, oui, oui, de toutes ses forces.",3.5
62568ecc1da7a5c1eaef53f3,2.5,3,sad,135.97,134.01,Ses03M_script03_1_F018," That's serious enough.","C'est assez sérieux.",4
62568ecc1da7a5c1eaef53f4,3,3.5,exc,142.19,135.51,Ses03M_script03_1_M021," No.  No it isn't.  That's very laughable, a cunning little mystery all done with mirrors.","Non, ce n'est pas le cas. C'est très risible, un petit mystère rusé tout fait avec des miroirs.",3.5
62568ecc1da7a5c1eaef53f5,3,3.5,sad,144.97,141.63,Ses03M_script03_1_F019," Darling I believe you're talking nonsense.","Chérie, je crois que tu dis n'importe quoi.",3.5
62568ecc1da7a5c1eaef53f6,2.5,3,fru,148.7092,144.64,Ses03M_script03_1_M022," Oh, and who isn't talking nonsense?","Oh, et qui ne dit pas de bêtises ?",3.5
62568ecc1da7a5c1eaef53f7,3.5,4,exc,161.46,148.78,Ses03M_script03_1_M023," Let's be superficial and pity the poor philosophers hmmm?  Let's blow trumpets and squeakers and party as much as we can like quite idiotic school children.",Soyons superficiels et plaignons les pauvres philosophes hmmm ? Soufflons des trompettes et des couineurs et faisons la fête autant que nous le pouvons comme des écoliers assez idiots.,4
62568ecc1da7a5c1eaef53f8,2.5,4,exc,169.175,161.49,Ses03M_script03_1_M024," Let's savor the delight of the moment.  Come kiss me darling before worms pop in and out of your eye sockets.","Savourons le délice du moment. Viens m'embrasser chérie avant que les vers n'apparaissent et sortent de tes orbites.",4
62568ecc1da7a5c1eaef53f9,3,3.5,exc,171.7825,168.5425,Ses03M_script03_1_F020," Elliot, worms don't pop.","Elliot, les vers n'éclatent pas.",3
62568ecc1da7a5c1eaef53fa,3,4,exc,178.3675,171.95,Ses03M_script03_1_M025," I don't care what you do, you see?  As long, no I don't care what you do, see?","Je me fiche de ce que vous faites, vous voyez ? Tant que, non, je me fiche de ce que tu fais, tu vois ?",3.5
62568ecc1da7a5c1eaef53fb,3.5,4,exc,188.98,178.39,Ses03M_script03_1_M026," You can put green paint all over your body and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.","Tu peux mettre de la peinture verte sur tout ton corps et danser nu sur la place Vendôme et filer comme un fou avec tous les hommes du monde et je ne dirai mot tant que tu m'aimeras le mieux.",3.5
62568ecc1da7a5c1eaef53fc,3.5,4,exc,192.81,188.31,Ses03M_script03_1_F021, Thank you dear.  The same applies to you...,"Merci très cher. La même chose s'applique à vous...",4
62568ecc1da7a5c1eaef53fd,3.5,4,exc,198.53,192.84,Ses03M_script03_1_F022," ...only if you ever so much as look at another woman I'll kill you.","... seulement si jamais tu regardes une autre femme, je te tue.",4
62568ecc1da7a5c1eaef53fe,3,3,exc,202.26,199.17,Ses03M_script03_1_M027, Remember that awful scene we had in Venice?,Vous souvenez-vous de cette horrible scène que nous avons eue à Venise ?,3.5
62568ecc1da7a5c1eaef53ff,3,3.5,exc,204.2075,201.74,Ses03M_script03_1_F023, Which particular one?,Lequel en particulier ?,4
62568ecc1da7a5c1eaef5400,2.5,3.5,exc,209.07,203.6175,Ses03M_script03_1_M028, The one when you bought a little painted wooden snake in the Piazza and put it in my bed.,"Celle où tu as acheté un petit serpent en bois peint sur la Piazza et tu l'as mis dans mon lit.",3
62568ecc1da7a5c1eaef5401,4,4,exc,214.3925,208.68,Ses03M_script03_1_F024," Charles, that was his name, Charles.  Oh, God he was so wiggled so beautifully.","Charles, c'était son nom, Charles. Oh, mon Dieu, il était si joliment remué.",4
62568ecc1da7a5c1eaef5402,3,3.5,exc,215.43,214.08,Ses03M_script03_1_M029, Horrible little thing.,Horrible petite chose.,2
62568ecc1da7a5c1eaef5403,3,4,exc,223.1175,216.25,Ses03M_script03_1_F025," Yeah.  I know you did.  You threw it out the window and into the Grand Canal.  I don't think I'll ever forgive you for that.","Ouais. Je sais que tu l'as fait. Vous l'avez jeté par la fenêtre et dans le Grand Canal. Je ne pense pas que je te le pardonnerai jamais.",3
62568ecc1da7a5c1eaef5404,3,3.5,exc,216.65,215.46,Ses03M_script03_1_M030, I hated it.,"J'ai détesté.",2.5
62568ecc1da7a5c1eaef5405,3,3.5,exc,225.67,222.93,Ses03M_script03_1_M031, How long did that rile last?,Combien de temps a duré ce râle ?,3
62568ecc1da7a5c1eaef5406,2.5,3.5,exc,228.51,225.23,Ses03M_script03_1_F026, It went on intermittently for days.,Cela a duré par intermittence pendant des jours.,3
62568ecc1da7a5c1eaef5407,2.5,3.5,exc,231.48,228.0275,Ses03M_script03_1_M032," Oh, the worst one was in Cannes when you-","Oh, le pire était à Cannes quand tu-",4
